spots,matches,payout,numsChosen,winNums
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{17: True, 5: True, 7: True, 1: True, 12: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{9: True, 1: True, 15: True, 33: True, 30: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{28: True, 14: True, 7: True, 6: True, 1: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{12: True, 3: True, 27: True, 18: True, 17: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{34: True, 11: True, 16: True, 10: True, 22: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{28: True, 1: True, 25: True, 32: True, 16: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{12: True, 18: True, 20: True, 14: True, 31: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{3: True, 4: True, 7: True, 34: True, 22: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{15: True, 17: True, 33: True, 10: True, 19: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{30: True, 17: True, 1: True, 9: True, 34: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{15: True, 30: True, 16: True, 23: True, 10: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{8: True, 23: True, 5: True, 1: True, 17: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{20: True, 9: True, 24: True, 10: True, 19: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{14: True, 31: True, 19: True, 3: True, 22: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{35: True, 17: True, 21: True, 28: True, 20: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{26: True, 5: True, 25: True, 15: True, 17: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{6: True, 30: True, 22: True, 3: True, 34: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{5: True, 25: True, 29: True, 8: True, 7: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{4: True, 21: True, 14: True, 25: True, 22: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{14: True, 4: True, 35: True, 11: True, 17: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{2: True, 21: True, 10: True, 19: True, 34: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{35: True, 3: True, 2: True, 34: True, 14: True}"
5,3,10,"{1: True, 2: True, 3: True, 4: True, 5: True}","{2: True, 13: True, 32: True, 5: True, 1: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{31: True, 30: True, 8: True, 12: True, 35: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{16: True, 35: True, 3: True, 17: True, 32: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{7: True, 31: True, 32: True, 17: True, 30: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{31: True, 14: True, 25: True, 28: True, 30: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{2: True, 8: True, 22: True, 15: True, 23: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{33: True, 19: True, 27: True, 4: True, 26: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{17: True, 4: True, 5: True, 23: True, 9: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{29: True, 10: True, 1: True, 25: True, 34: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{11: True, 29: True, 7: True, 33: True, 4: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{22: True, 5: True, 30: True, 8: True, 33: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{20: True, 34: True, 27: True, 18: True, 21: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{14: True, 31: True, 17: True, 22: True, 35: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{25: True, 29: True, 24: True, 18: True, 30: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{29: True, 23: True, 31: True, 18: True, 16: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{9: True, 8: True, 25: True, 20: True, 1: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{22: True, 23: True, 5: True, 2: True, 20: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{7: True, 21: True, 15: True, 29: True, 20: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{28: True, 24: True, 32: True, 6: True, 33: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{32: True, 19: True, 20: True, 25: True, 17: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{25: True, 1: True, 6: True, 29: True, 11: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{30: True, 35: True, 29: True, 9: True, 10: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{11: True, 32: True, 30: True, 13: True, 5: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{19: True, 11: True, 18: True, 10: True, 22: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{5: True, 13: True, 18: True, 22: True, 2: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{24: True, 34: True, 26: True, 18: True, 19: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{34: True, 18: True, 10: True, 21: True, 1: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{26: True, 1: True, 27: True, 18: True, 8: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{30: True, 32: True, 12: True, 33: True, 5: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{31: True, 30: True, 15: True, 7: True, 14: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{8: True, 16: True, 18: True, 10: True, 14: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{5: True, 32: True, 24: True, 12: True, 7: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{7: True, 29: True, 11: True, 5: True, 26: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{34: True, 15: True, 28: True, 25: True, 16: True}"
5,3,10,"{1: True, 2: True, 3: True, 4: True, 5: True}","{2: True, 31: True, 15: True, 1: True, 4: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{25: True, 1: True, 17: True, 13: True, 33: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{23: True, 32: True, 28: True, 14: True, 16: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{10: True, 27: True, 26: True, 24: True, 15: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{22: True, 28: True, 35: True, 19: True, 24: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{13: True, 28: True, 26: True, 35: True, 10: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{1: True, 17: True, 28: True, 22: True, 6: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{28: True, 15: True, 3: True, 13: True, 8: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{13: True, 11: True, 33: True, 34: True, 20: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{29: True, 4: True, 31: True, 15: True, 32: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{20: True, 30: True, 1: True, 22: True, 33: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{6: True, 21: True, 13: True, 9: True, 30: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{18: True, 30: True, 35: True, 24: True, 23: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{4: True, 33: True, 11: True, 12: True, 9: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{17: True, 19: True, 9: True, 3: True, 2: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{21: True, 12: True, 6: True, 25: True, 22: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{35: True, 21: True, 18: True, 27: True, 33: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{26: True, 3: True, 11: True, 16: True, 31: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{21: True, 30: True, 24: True, 28: True, 13: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{2: True, 31: True, 14: True, 24: True, 3: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{19: True, 30: True, 31: True, 5: True, 21: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{1: True, 9: True, 32: True, 28: True, 25: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{17: True, 6: True, 11: True, 28: True, 32: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{26: True, 3: True, 21: True, 5: True, 28: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{30: True, 25: True, 9: True, 29: True, 35: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{32: True, 35: True, 31: True, 30: True, 27: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{23: True, 10: True, 22: True, 19: True, 35: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{27: True, 22: True, 13: True, 16: True, 18: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{32: True, 27: True, 20: True, 29: True, 12: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{1: True, 33: True, 18: True, 6: True, 26: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{23: True, 22: True, 21: True, 20: True, 9: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{10: True, 33: True, 22: True, 6: True, 1: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{17: True, 24: True, 28: True, 31: True, 6: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{25: True, 10: True, 8: True, 20: True, 12: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{17: True, 14: True, 27: True, 9: True, 20: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{22: True, 17: True, 23: True, 24: True, 31: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{24: True, 12: True, 6: True, 21: True, 1: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{3: True, 11: True, 22: True, 23: True, 10: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{34: True, 16: True, 15: True, 29: True, 9: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{13: True, 35: True, 34: True, 9: True, 16: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{14: True, 17: True, 24: True, 10: True, 3: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{30: True, 33: True, 15: True, 34: True, 5: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{11: True, 30: True, 21: True, 29: True, 28: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{33: True, 24: True, 17: True, 22: True, 16: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{2: True, 33: True, 27: True, 20: True, 7: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{29: True, 20: True, 28: True, 9: True, 25: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{21: True, 18: True, 29: True, 6: True, 3: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{7: True, 1: True, 5: True, 17: True, 14: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{14: True, 9: True, 13: True, 34: True, 11: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{8: True, 24: True, 15: True, 33: True, 18: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{28: True, 6: True, 35: True, 34: True, 10: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{27: True, 28: True, 6: True, 20: True, 9: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{14: True, 10: True, 32: True, 35: True, 26: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{35: True, 13: True, 9: True, 7: True, 19: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{19: True, 25: True, 5: True, 1: True, 35: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{10: True, 11: True, 9: True, 32: True, 12: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{10: True, 18: True, 14: True, 28: True, 25: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{11: True, 10: True, 16: True, 21: True, 30: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{4: True, 8: True, 9: True, 29: True, 34: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{5: True, 11: True, 2: True, 6: True, 24: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{6: True, 18: True, 20: True, 16: True, 24: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{8: True, 29: True, 20: True, 6: True, 30: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{2: True, 30: True, 29: True, 7: True, 27: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{1: True, 28: True, 2: True, 35: True, 21: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{13: True, 12: True, 27: True, 6: True, 18: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{35: True, 27: True, 16: True, 23: True, 3: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{25: True, 21: True, 22: True, 16: True, 6: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{31: True, 8: True, 27: True, 23: True, 5: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{15: True, 10: True, 32: True, 33: True, 6: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{12: True, 11: True, 3: True, 35: True, 15: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{27: True, 31: True, 15: True, 7: True, 17: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{12: True, 10: True, 18: True, 15: True, 20: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{17: True, 13: True, 25: True, 5: True, 8: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{14: True, 22: True, 35: True, 18: True, 30: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{2: True, 14: True, 19: True, 29: True, 17: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{7: True, 8: True, 31: True, 18: True, 30: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{28: True, 18: True, 3: True, 24: True, 25: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{29: True, 28: True, 12: True, 34: True, 9: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{2: True, 20: True, 21: True, 35: True, 1: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{19: True, 5: True, 12: True, 29: True, 18: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{15: True, 11: True, 20: True, 22: True, 21: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{14: True, 15: True, 7: True, 27: True, 6: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{33: True, 8: True, 1: True, 6: True, 23: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{35: True, 31: True, 5: True, 13: True, 16: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{1: True, 24: True, 29: True, 33: True, 11: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{13: True, 35: True, 3: True, 2: True, 12: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{30: True, 32: True, 26: True, 9: True, 29: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{1: True, 17: True, 16: True, 31: True, 4: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{33: True, 19: True, 29: True, 27: True, 24: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{19: True, 25: True, 13: True, 12: True, 18: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{4: True, 21: True, 17: True, 9: True, 19: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{33: True, 8: True, 31: True, 12: True, 21: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{27: True, 32: True, 21: True, 30: True, 23: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{12: True, 1: True, 4: True, 35: True, 6: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{12: True, 14: True, 1: True, 7: True, 25: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{31: True, 34: True, 1: True, 7: True, 24: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{18: True, 14: True, 13: True, 32: True, 21: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{2: True, 30: True, 16: True, 1: True, 29: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{14: True, 4: True, 7: True, 8: True, 22: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{35: True, 27: True, 3: True, 25: True, 23: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{17: True, 22: True, 8: True, 26: True, 14: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{22: True, 24: True, 20: True, 27: True, 14: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{30: True, 35: True, 31: True, 33: True, 28: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{5: True, 30: True, 15: True, 8: True, 25: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{30: True, 32: True, 15: True, 34: True, 24: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{11: True, 16: True, 7: True, 13: True, 3: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{15: True, 18: True, 7: True, 20: True, 24: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{14: True, 24: True, 13: True, 3: True, 2: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{16: True, 28: True, 4: True, 32: True, 35: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{25: True, 7: True, 20: True, 31: True, 35: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{34: True, 13: True, 32: True, 19: True, 30: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{29: True, 24: True, 33: True, 2: True, 23: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{9: True, 28: True, 27: True, 12: True, 11: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{28: True, 15: True, 26: True, 35: True, 22: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{10: True, 15: True, 14: True, 34: True, 7: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{19: True, 8: True, 32: True, 4: True, 11: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{14: True, 7: True, 34: True, 23: True, 31: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{13: True, 5: True, 24: True, 6: True, 12: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{29: True, 31: True, 24: True, 25: True, 6: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{14: True, 12: True, 10: True, 23: True, 20: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{23: True, 35: True, 12: True, 20: True, 13: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{31: True, 28: True, 4: True, 34: True, 27: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{21: True, 10: True, 20: True, 29: True, 6: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{6: True, 33: True, 15: True, 34: True, 20: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{4: True, 20: True, 8: True, 21: True, 28: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{27: True, 34: True, 35: True, 1: True, 32: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{25: True, 29: True, 13: True, 7: True, 32: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{7: True, 22: True, 26: True, 27: True, 32: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{19: True, 27: True, 11: True, 10: True, 5: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{24: True, 2: True, 3: True, 22: True, 8: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{14: True, 26: True, 29: True, 27: True, 33: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{1: True, 26: True, 11: True, 2: True, 30: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{2: True, 1: True, 21: True, 7: True, 31: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{24: True, 2: True, 26: True, 13: True, 5: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{34: True, 11: True, 4: True, 12: True, 31: True}"
5,2,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{5: True, 3: True, 8: True, 13: True, 21: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{19: True, 30: True, 35: True, 15: True, 13: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{33: True, 16: True, 10: True, 25: True, 5: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{23: True, 7: True, 20: True, 5: True, 31: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{7: True, 5: True, 13: True, 33: True, 15: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{15: True, 31: True, 34: True, 9: True, 35: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{1: True, 18: True, 27: True, 14: True, 22: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{22: True, 10: True, 30: True, 19: True, 27: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{19: True, 13: True, 34: True, 26: True, 24: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{16: True, 18: True, 26: True, 7: True, 24: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{31: True, 22: True, 28: True, 3: True, 14: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{11: True, 23: True, 28: True, 33: True, 18: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{29: True, 23: True, 2: True, 15: True, 8: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{28: True, 29: True, 13: True, 31: True, 15: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{2: True, 21: True, 35: True, 25: True, 29: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{29: True, 34: True, 21: True, 3: True, 13: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{32: True, 26: True, 28: True, 25: True, 21: True}"
5,1,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{33: True, 24: True, 22: True, 25: True, 5: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{34: True, 23: True, 12: True, 29: True, 28: True}"
5,0,0,"{1: True, 2: True, 3: True, 4: True, 5: True}","{6: True, 7: True, 16: True, 22: True, 26: True}"
