spots,matches,payout,numsChosen,winNums
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{28: True, 30: True, 72: True, 8: True, 1: True, 50: True, 11: True, 35: True, 25: True, 34: True, 73: True, 39: True, 79: True, 80: True, 41: True, 20: True, 57: True, 13: True, 6: True, 74: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{38: True, 33: True, 27: True, 66: True, 73: True, 56: True, 79: True, 35: True, 74: True, 42: True, 3: True, 57: True, 6: True, 25: True, 43: True, 41: True, 69: True, 53: True, 78: True, 13: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{13: True, 77: True, 76: True, 57: True, 69: True, 65: True, 24: True, 39: True, 66: True, 35: True, 11: True, 42: True, 17: True, 72: True, 28: True, 40: True, 80: True, 60: True, 78: True, 50: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{64: True, 49: True, 67: True, 80: True, 52: True, 48: True, 59: True, 79: True, 60: True, 7: True, 61: True, 69: True, 32: True, 65: True, 54: True, 13: True, 12: True, 55: True, 56: True, 71: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{65: True, 66: True, 24: True, 23: True, 67: True, 40: True, 42: True, 10: True, 36: True, 52: True, 34: True, 64: True, 19: True, 54: True, 76: True, 79: True, 60: True, 73: True, 2: True, 70: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{77: True, 47: True, 41: True, 4: True, 33: True, 20: True, 64: True, 26: True, 78: True, 63: True, 2: True, 22: True, 34: True, 44: True, 36: True, 7: True, 14: True, 66: True, 27: True, 65: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{26: True, 78: True, 56: True, 55: True, 38: True, 31: True, 74: True, 52: True, 5: True, 37: True, 66: True, 4: True, 28: True, 60: True, 32: True, 51: True, 57: True, 30: True, 21: True, 40: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{21: True, 76: True, 27: True, 29: True, 17: True, 45: True, 77: True, 60: True, 62: True, 30: True, 52: True, 19: True, 1: True, 12: True, 26: True, 8: True, 78: True, 36: True, 44: True, 50: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{55: True, 32: True, 64: True, 8: True, 13: True, 5: True, 36: True, 43: True, 49: True, 59: True, 42: True, 74: True, 29: True, 37: True, 54: True, 7: True, 18: True, 50: True, 17: True, 76: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{67: True, 20: True, 59: True, 25: True, 39: True, 3: True, 46: True, 49: True, 77: True, 51: True, 27: True, 23: True, 12: True, 26: True, 60: True, 9: True, 68: True, 24: True, 14: True, 34: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{77: True, 66: True, 38: True, 42: True, 2: True, 22: True, 24: True, 1: True, 80: True, 37: True, 8: True, 78: True, 13: True, 28: True, 61: True, 62: True, 40: True, 31: True, 23: True, 70: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{57: True, 21: True, 71: True, 10: True, 28: True, 47: True, 5: True, 19: True, 29: True, 7: True, 58: True, 14: True, 77: True, 73: True, 26: True, 61: True, 45: True, 16: True, 22: True, 60: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{80: True, 22: True, 76: True, 7: True, 51: True, 74: True, 56: True, 79: True, 59: True, 19: True, 36: True, 37: True, 69: True, 44: True, 47: True, 75: True, 5: True, 57: True, 29: True, 20: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{49: True, 27: True, 19: True, 58: True, 52: True, 68: True, 21: True, 62: True, 6: True, 65: True, 25: True, 79: True, 44: True, 35: True, 14: True, 47: True, 42: True, 20: True, 30: True, 32: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{7: True, 66: True, 72: True, 69: True, 31: True, 41: True, 18: True, 76: True, 50: True, 60: True, 67: True, 47: True, 6: True, 30: True, 39: True, 49: True, 5: True, 54: True, 21: True, 17: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{20: True, 19: True, 14: True, 45: True, 1: True, 47: True, 80: True, 59: True, 11: True, 5: True, 51: True, 25: True, 55: True, 74: True, 69: True, 6: True, 38: True, 42: True, 30: True, 16: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{5: True, 39: True, 8: True, 35: True, 55: True, 59: True, 6: True, 29: True, 78: True, 18: True, 7: True, 72: True, 74: True, 50: True, 67: True, 52: True, 41: True, 42: True, 9: True, 26: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{57: True, 64: True, 60: True, 34: True, 21: True, 20: True, 31: True, 25: True, 6: True, 14: True, 11: True, 75: True, 4: True, 41: True, 58: True, 65: True, 35: True, 54: True, 29: True, 47: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{53: True, 5: True, 1: True, 18: True, 75: True, 65: True, 28: True, 24: True, 69: True, 58: True, 60: True, 45: True, 21: True, 9: True, 51: True, 64: True, 46: True, 19: True, 32: True, 70: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{18: True, 31: True, 64: True, 27: True, 11: True, 59: True, 4: True, 38: True, 65: True, 7: True, 42: True, 36: True, 75: True, 78: True, 62: True, 77: True, 79: True, 37: True, 39: True, 28: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{48: True, 23: True, 80: True, 61: True, 5: True, 27: True, 63: True, 66: True, 78: True, 41: True, 20: True, 76: True, 17: True, 57: True, 10: True, 77: True, 26: True, 62: True, 51: True, 32: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{78: True, 80: True, 58: True, 1: True, 71: True, 13: True, 52: True, 17: True, 9: True, 4: True, 16: True, 24: True, 64: True, 65: True, 50: True, 14: True, 59: True, 30: True, 31: True, 73: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{39: True, 35: True, 68: True, 57: True, 73: True, 55: True, 29: True, 33: True, 5: True, 65: True, 40: True, 59: True, 53: True, 2: True, 37: True, 28: True, 31: True, 44: True, 67: True, 8: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{35: True, 68: True, 72: True, 15: True, 11: True, 62: True, 30: True, 2: True, 51: True, 70: True, 57: True, 41: True, 69: True, 34: True, 52: True, 38: True, 3: True, 6: True, 55: True, 5: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{18: True, 57: True, 68: True, 77: True, 33: True, 51: True, 47: True, 73: True, 25: True, 37: True, 10: True, 52: True, 26: True, 38: True, 39: True, 72: True, 36: True, 11: True, 55: True, 53: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{79: True, 32: True, 24: True, 75: True, 4: True, 13: True, 54: True, 72: True, 58: True, 63: True, 5: True, 10: True, 69: True, 26: True, 40: True, 55: True, 39: True, 1: True, 62: True, 38: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{6: True, 44: True, 25: True, 80: True, 60: True, 73: True, 61: True, 78: True, 30: True, 20: True, 2: True, 28: True, 46: True, 19: True, 11: True, 4: True, 64: True, 51: True, 37: True, 72: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{27: True, 3: True, 12: True, 72: True, 50: True, 65: True, 40: True, 60: True, 67: True, 33: True, 37: True, 2: True, 52: True, 62: True, 13: True, 45: True, 10: True, 54: True, 53: True, 41: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{33: True, 25: True, 9: True, 11: True, 43: True, 27: True, 12: True, 57: True, 21: True, 23: True, 34: True, 20: True, 70: True, 40: True, 73: True, 7: True, 47: True, 53: True, 66: True, 30: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{39: True, 13: True, 19: True, 16: True, 15: True, 79: True, 41: True, 73: True, 76: True, 7: True, 27: True, 54: True, 14: True, 43: True, 46: True, 65: True, 4: True, 35: True, 45: True, 74: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{18: True, 80: True, 9: True, 42: True, 48: True, 35: True, 43: True, 30: True, 49: True, 59: True, 54: True, 10: True, 58: True, 2: True, 16: True, 76: True, 39: True, 40: True, 47: True, 51: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{78: True, 28: True, 69: True, 52: True, 39: True, 63: True, 54: True, 27: True, 36: True, 8: True, 22: True, 30: True, 5: True, 32: True, 76: True, 42: True, 14: True, 57: True, 70: True, 34: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{7: True, 16: True, 70: True, 77: True, 72: True, 43: True, 52: True, 60: True, 49: True, 65: True, 69: True, 21: True, 10: True, 58: True, 48: True, 34: True, 5: True, 51: True, 74: True, 54: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{51: True, 62: True, 74: True, 18: True, 35: True, 20: True, 26: True, 60: True, 33: True, 5: True, 23: True, 67: True, 43: True, 14: True, 21: True, 71: True, 68: True, 9: True, 28: True, 46: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{38: True, 39: True, 19: True, 64: True, 66: True, 37: True, 23: True, 65: True, 50: True, 53: True, 10: True, 31: True, 79: True, 59: True, 58: True, 16: True, 42: True, 56: True, 60: True, 52: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{18: True, 30: True, 11: True, 63: True, 35: True, 25: True, 5: True, 27: True, 29: True, 54: True, 13: True, 71: True, 28: True, 56: True, 10: True, 79: True, 26: True, 4: True, 45: True, 42: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{22: True, 80: True, 3: True, 40: True, 2: True, 69: True, 75: True, 43: True, 44: True, 24: True, 27: True, 48: True, 38: True, 77: True, 65: True, 25: True, 76: True, 26: True, 14: True, 10: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{40: True, 67: True, 44: True, 32: True, 41: True, 35: True, 60: True, 13: True, 48: True, 17: True, 59: True, 29: True, 80: True, 39: True, 47: True, 57: True, 72: True, 20: True, 9: True, 36: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{13: True, 63: True, 18: True, 44: True, 72: True, 68: True, 24: True, 59: True, 73: True, 21: True, 48: True, 47: True, 17: True, 29: True, 69: True, 12: True, 32: True, 45: True, 66: True, 55: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{5: True, 58: True, 20: True, 53: True, 78: True, 23: True, 70: True, 77: True, 12: True, 24: True, 67: True, 44: True, 76: True, 79: True, 34: True, 80: True, 54: True, 43: True, 50: True, 48: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{48: True, 43: True, 66: True, 16: True, 47: True, 62: True, 11: True, 17: True, 67: True, 32: True, 26: True, 70: True, 61: True, 46: True, 64: True, 30: True, 8: True, 41: True, 10: True, 45: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{53: True, 65: True, 74: True, 35: True, 31: True, 34: True, 69: True, 7: True, 11: True, 80: True, 30: True, 46: True, 42: True, 71: True, 8: True, 17: True, 24: True, 64: True, 51: True, 66: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{11: True, 33: True, 54: True, 48: True, 14: True, 60: True, 9: True, 42: True, 65: True, 12: True, 27: True, 67: True, 3: True, 68: True, 64: True, 40: True, 56: True, 59: True, 18: True, 66: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{45: True, 29: True, 48: True, 37: True, 34: True, 12: True, 68: True, 80: True, 67: True, 64: True, 61: True, 40: True, 33: True, 20: True, 28: True, 17: True, 49: True, 51: True, 75: True, 9: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{79: True, 42: True, 26: True, 55: True, 49: True, 20: True, 45: True, 5: True, 57: True, 21: True, 67: True, 59: True, 58: True, 38: True, 37: True, 29: True, 43: True, 68: True, 48: True, 25: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{58: True, 22: True, 31: True, 5: True, 75: True, 70: True, 23: True, 44: True, 16: True, 64: True, 13: True, 65: True, 47: True, 39: True, 71: True, 34: True, 38: True, 45: True, 17: True, 61: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{35: True, 26: True, 54: True, 62: True, 76: True, 46: True, 69: True, 32: True, 2: True, 68: True, 38: True, 28: True, 31: True, 3: True, 12: True, 21: True, 30: True, 58: True, 10: True, 14: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{28: True, 52: True, 7: True, 2: True, 23: True, 74: True, 77: True, 12: True, 54: True, 78: True, 62: True, 59: True, 11: True, 66: True, 73: True, 55: True, 67: True, 29: True, 71: True, 64: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{3: True, 55: True, 38: True, 40: True, 8: True, 31: True, 23: True, 10: True, 42: True, 32: True, 11: True, 53: True, 27: True, 58: True, 64: True, 73: True, 65: True, 28: True, 62: True, 41: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{62: True, 60: True, 41: True, 23: True, 1: True, 7: True, 42: True, 75: True, 16: True, 63: True, 29: True, 67: True, 11: True, 72: True, 32: True, 53: True, 39: True, 76: True, 5: True, 47: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{42: True, 24: True, 18: True, 32: True, 77: True, 75: True, 11: True, 13: True, 31: True, 30: True, 52: True, 74: True, 55: True, 51: True, 80: True, 39: True, 45: True, 9: True, 56: True, 35: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{71: True, 9: True, 11: True, 30: True, 33: True, 46: True, 73: True, 40: True, 52: True, 53: True, 66: True, 50: True, 68: True, 38: True, 35: True, 18: True, 64: True, 74: True, 17: True, 48: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{61: True, 16: True, 22: True, 11: True, 31: True, 52: True, 74: True, 57: True, 5: True, 20: True, 64: True, 70: True, 24: True, 40: True, 53: True, 50: True, 62: True, 79: True, 80: True, 18: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{37: True, 47: True, 30: True, 76: True, 7: True, 55: True, 75: True, 13: True, 42: True, 51: True, 62: True, 73: True, 20: True, 10: True, 72: True, 5: True, 70: True, 43: True, 41: True, 32: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{65: True, 3: True, 38: True, 40: True, 53: True, 51: True, 22: True, 31: True, 41: True, 50: True, 69: True, 80: True, 2: True, 71: True, 8: True, 68: True, 13: True, 12: True, 47: True, 19: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{62: True, 19: True, 70: True, 50: True, 27: True, 37: True, 78: True, 22: True, 10: True, 47: True, 44: True, 34: True, 45: True, 51: True, 43: True, 30: True, 52: True, 59: True, 17: True, 64: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{42: True, 35: True, 16: True, 62: True, 31: True, 11: True, 75: True, 22: True, 27: True, 50: True, 8: True, 1: True, 17: True, 72: True, 7: True, 3: True, 64: True, 60: True, 14: True, 24: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{23: True, 2: True, 36: True, 35: True, 3: True, 72: True, 58: True, 26: True, 42: True, 50: True, 19: True, 20: True, 10: True, 67: True, 76: True, 65: True, 52: True, 61: True, 32: True, 11: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{19: True, 45: True, 13: True, 35: True, 49: True, 15: True, 57: True, 43: True, 79: True, 34: True, 25: True, 9: True, 50: True, 38: True, 60: True, 12: True, 36: True, 51: True, 61: True, 75: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{17: True, 73: True, 47: True, 48: True, 12: True, 26: True, 69: True, 38: True, 62: True, 68: True, 11: True, 33: True, 20: True, 63: True, 42: True, 9: True, 67: True, 78: True, 72: True, 3: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{53: True, 64: True, 12: True, 66: True, 62: True, 63: True, 20: True, 67: True, 43: True, 9: True, 16: True, 24: True, 70: True, 26: True, 74: True, 56: True, 60: True, 7: True, 28: True, 1: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{75: True, 71: True, 10: True, 48: True, 38: True, 53: True, 32: True, 34: True, 19: True, 37: True, 9: True, 29: True, 17: True, 66: True, 40: True, 47: True, 52: True, 39: True, 20: True, 62: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{21: True, 67: True, 39: True, 23: True, 53: True, 71: True, 37: True, 62: True, 79: True, 47: True, 36: True, 14: True, 42: True, 43: True, 76: True, 11: True, 28: True, 72: True, 60: True, 56: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{4: True, 53: True, 12: True, 54: True, 25: True, 32: True, 50: True, 39: True, 33: True, 1: True, 22: True, 14: True, 10: True, 55: True, 49: True, 57: True, 24: True, 70: True, 38: True, 59: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{22: True, 66: True, 2: True, 77: True, 40: True, 28: True, 13: True, 21: True, 15: True, 69: True, 34: True, 10: True, 53: True, 23: True, 25: True, 62: True, 72: True, 20: True, 5: True, 67: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{39: True, 20: True, 22: True, 65: True, 17: True, 69: True, 72: True, 12: True, 57: True, 41: True, 7: True, 46: True, 18: True, 44: True, 66: True, 8: True, 25: True, 1: True, 3: True, 55: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{47: True, 20: True, 60: True, 45: True, 57: True, 49: True, 53: True, 32: True, 59: True, 2: True, 48: True, 69: True, 5: True, 26: True, 74: True, 56: True, 35: True, 77: True, 80: True, 13: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{49: True, 5: True, 15: True, 51: True, 31: True, 69: True, 64: True, 52: True, 59: True, 12: True, 62: True, 23: True, 73: True, 4: True, 48: True, 65: True, 22: True, 66: True, 45: True, 37: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{67: True, 47: True, 39: True, 29: True, 65: True, 25: True, 72: True, 15: True, 74: True, 11: True, 45: True, 16: True, 35: True, 71: True, 18: True, 59: True, 38: True, 30: True, 79: True, 60: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{49: True, 13: True, 75: True, 60: True, 64: True, 18: True, 67: True, 42: True, 23: True, 26: True, 10: True, 1: True, 2: True, 31: True, 58: True, 36: True, 63: True, 19: True, 25: True, 70: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{4: True, 53: True, 34: True, 76: True, 11: True, 22: True, 78: True, 73: True, 39: True, 47: True, 25: True, 35: True, 30: True, 54: True, 17: True, 26: True, 20: True, 51: True, 18: True, 63: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{73: True, 56: True, 37: True, 70: True, 40: True, 75: True, 50: True, 18: True, 55: True, 49: True, 78: True, 1: True, 41: True, 23: True, 58: True, 74: True, 10: True, 54: True, 35: True, 8: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{27: True, 40: True, 17: True, 43: True, 70: True, 7: True, 35: True, 80: True, 16: True, 73: True, 5: True, 28: True, 36: True, 33: True, 52: True, 71: True, 48: True, 30: True, 13: True, 57: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{41: True, 26: True, 30: True, 14: True, 66: True, 74: True, 22: True, 50: True, 51: True, 70: True, 54: True, 2: True, 19: True, 23: True, 12: True, 16: True, 4: True, 55: True, 28: True, 44: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{57: True, 17: True, 25: True, 75: True, 80: True, 24: True, 74: True, 12: True, 47: True, 38: True, 33: True, 71: True, 44: True, 28: True, 19: True, 69: True, 14: True, 58: True, 32: True, 11: True}"
5,3,2,"{1: True, 3: True, 4: True, 6: True, 23: True}","{8: True, 40: True, 13: True, 32: True, 35: True, 3: True, 72: True, 75: True, 58: True, 65: True, 1: True, 77: True, 2: True, 23: True, 71: True, 30: True, 27: True, 5: True, 79: True, 50: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{61: True, 41: True, 77: True, 78: True, 75: True, 46: True, 4: True, 28: True, 36: True, 27: True, 35: True, 2: True, 59: True, 23: True, 19: True, 16: True, 58: True, 63: True, 12: True, 33: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{20: True, 43: True, 63: True, 10: True, 4: True, 21: True, 59: True, 19: True, 8: True, 73: True, 5: True, 1: True, 53: True, 62: True, 2: True, 7: True, 24: True, 66: True, 12: True, 51: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{15: True, 80: True, 14: True, 74: True, 28: True, 65: True, 56: True, 24: True, 40: True, 18: True, 7: True, 61: True, 49: True, 59: True, 16: True, 71: True, 46: True, 26: True, 12: True, 42: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{22: True, 80: True, 75: True, 62: True, 30: True, 7: True, 39: True, 66: True, 20: True, 4: True, 32: True, 2: True, 79: True, 16: True, 33: True, 54: True, 12: True, 63: True, 46: True, 60: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{28: True, 72: True, 13: True, 7: True, 47: True, 12: True, 62: True, 17: True, 51: True, 34: True, 23: True, 42: True, 22: True, 3: True, 64: True, 73: True, 15: True, 33: True, 80: True, 8: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{63: True, 71: True, 5: True, 73: True, 18: True, 70: True, 8: True, 10: True, 79: True, 38: True, 64: True, 32: True, 21: True, 17: True, 33: True, 31: True, 80: True, 14: True, 42: True, 30: True}"
5,3,2,"{1: True, 3: True, 4: True, 6: True, 23: True}","{21: True, 69: True, 39: True, 70: True, 36: True, 4: True, 64: True, 30: True, 58: True, 29: True, 2: True, 77: True, 7: True, 43: True, 25: True, 23: True, 1: True, 54: True, 75: True, 53: True}"
5,2,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{1: True, 8: True, 44: True, 42: True, 57: True, 37: True, 27: True, 70: True, 30: True, 36: True, 41: True, 2: True, 3: True, 40: True, 28: True, 26: True, 49: True, 79: True, 16: True, 24: True}"
5,0,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{22: True, 48: True, 19: True, 17: True, 25: True, 71: True, 75: True, 62: True, 42: True, 11: True, 30: True, 78: True, 38: True, 68: True, 45: True, 34: True, 7: True, 43: True, 8: True, 49: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{5: True, 80: True, 13: True, 55: True, 43: True, 59: True, 12: True, 26: True, 79: True, 32: True, 30: True, 23: True, 20: True, 42: True, 77: True, 74: True, 44: True, 73: True, 60: True, 57: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{25: True, 62: True, 35: True, 10: True, 7: True, 77: True, 2: True, 69: True, 12: True, 49: True, 74: True, 23: True, 60: True, 28: True, 11: True, 30: True, 40: True, 13: True, 78: True, 45: True}"
5,1,0,"{1: True, 3: True, 4: True, 6: True, 23: True}","{52: True, 67: True, 71: True, 31: True, 80: True, 10: True, 28: True, 74: True, 60: True, 39: True, 13: True, 30: True, 41: True, 46: True, 79: True, 63: True, 7: True, 48: True, 1: True, 33: True}"
