userNums,winNums,match_pb_num,non_pb_matches,payout
"[1, 11, 21, 31, 41, 21]","[23, 4, 49, 47, 39, 12]",False,0,0
"[1, 11, 21, 31, 41, 21]","[15, 45, 51, 20, 19, 22]",False,0,0
"[1, 11, 21, 31, 41, 21]","[13, 62, 10, 3, 23, 20]",False,0,0
"[1, 11, 21, 31, 41, 21]","[12, 51, 1, 34, 2, 14]",False,1,0
"[1, 11, 21, 31, 41, 21]","[3, 64, 50, 65, 38, 14]",False,0,0
"[1, 11, 21, 31, 41, 21]","[54, 64, 37, 15, 24, 13]",False,0,0
"[1, 11, 21, 31, 41, 21]","[25, 69, 56, 53, 47, 3]",False,0,0
"[1, 11, 21, 31, 41, 21]","[12, 64, 43, 4, 59, 26]",False,0,0
"[1, 11, 21, 31, 41, 21]","[37, 63, 41, 64, 52, 1]",False,1,0
"[1, 11, 21, 31, 41, 21]","[23, 43, 52, 10, 58, 6]",False,0,0
"[1, 11, 21, 31, 41, 21]","[17, 16, 44, 12, 24, 16]",False,0,0
"[1, 11, 21, 31, 41, 21]","[44, 31, 35, 17, 65, 2]",False,1,0
"[1, 11, 21, 31, 41, 21]","[22, 4, 37, 16, 25, 5]",False,0,0
"[1, 11, 21, 31, 41, 21]","[48, 56, 10, 33, 12, 3]",False,0,0
"[1, 11, 21, 31, 41, 21]","[27, 12, 45, 23, 33, 19]",False,0,0
"[1, 11, 21, 31, 41, 21]","[18, 19, 20, 65, 49, 14]",False,0,0
"[1, 11, 21, 31, 41, 21]","[24, 23, 16, 51, 67, 10]",False,0,0
"[1, 11, 21, 31, 41, 21]","[42, 46, 16, 51, 9, 2]",False,0,0
"[1, 11, 21, 31, 41, 21]","[4, 16, 56, 68, 15, 18]",False,0,0
"[1, 11, 21, 31, 41, 21]","[62, 51, 10, 30, 4, 6]",False,0,0
"[1, 11, 21, 31, 41, 21]","[39, 49, 4, 45, 57, 2]",False,0,0
"[1, 11, 21, 31, 41, 21]","[25, 7, 49, 45, 36, 6]",False,0,0
"[1, 11, 21, 31, 41, 21]","[16, 60, 34, 22, 39, 1]",False,0,0
"[1, 11, 21, 31, 41, 21]","[49, 45, 7, 41, 68, 7]",False,1,0
"[1, 11, 21, 31, 41, 21]","[1, 66, 56, 52, 49, 23]",False,1,0
"[1, 11, 21, 31, 41, 21]","[17, 63, 45, 38, 13, 12]",False,0,0
"[1, 11, 21, 31, 41, 21]","[22, 56, 54, 52, 6, 7]",False,0,0
"[1, 11, 21, 31, 41, 21]","[2, 35, 30, 3, 21, 21]",True,1,4
"[1, 11, 21, 31, 41, 21]","[23, 12, 21, 40, 26, 2]",False,1,0
"[1, 11, 21, 31, 41, 21]","[64, 43, 37, 6, 48, 16]",False,0,0
"[1, 11, 21, 31, 41, 21]","[8, 69, 31, 56, 17, 23]",False,1,0
"[1, 11, 21, 31, 41, 21]","[13, 25, 61, 15, 31, 1]",False,1,0
"[1, 11, 21, 31, 41, 21]","[32, 69, 54, 64, 7, 2]",False,0,0
"[1, 11, 21, 31, 41, 21]","[61, 27, 31, 22, 55, 25]",False,1,0
"[1, 11, 21, 31, 41, 21]","[63, 4, 64, 23, 30, 7]",False,0,0
"[1, 11, 21, 31, 41, 21]","[48, 19, 35, 45, 68, 26]",False,0,0
"[1, 11, 21, 31, 41, 21]","[67, 20, 18, 12, 43, 13]",False,0,0
"[1, 11, 21, 31, 41, 21]","[14, 1, 62, 6, 42, 25]",False,1,0
"[1, 11, 21, 31, 41, 21]","[59, 20, 5, 50, 30, 22]",False,0,0
"[1, 11, 21, 31, 41, 21]","[38, 16, 48, 3, 18, 23]",False,0,0
"[1, 11, 21, 31, 41, 21]","[16, 41, 30, 38, 44, 24]",False,1,0
"[1, 11, 21, 31, 41, 21]","[14, 1, 28, 58, 48, 10]",False,1,0
"[1, 11, 21, 31, 41, 21]","[49, 60, 22, 3, 16, 4]",False,0,0
"[1, 11, 21, 31, 41, 21]","[69, 25, 1, 62, 67, 14]",False,1,0
"[1, 11, 21, 31, 41, 21]","[22, 5, 12, 29, 24, 15]",False,0,0
"[1, 11, 21, 31, 41, 21]","[24, 60, 21, 62, 23, 12]",False,1,0
"[1, 11, 21, 31, 41, 21]","[34, 26, 32, 38, 58, 21]",True,0,4
"[1, 11, 21, 31, 41, 21]","[34, 24, 59, 64, 21, 9]",False,1,0
"[1, 11, 21, 31, 41, 21]","[44, 6, 34, 58, 35, 1]",False,0,0
"[1, 11, 21, 31, 41, 21]","[12, 29, 49, 7, 11, 14]",False,1,0
"[1, 11, 21, 31, 41, 21]","[28, 4, 31, 60, 26, 17]",False,1,0
"[1, 11, 21, 31, 41, 21]","[38, 16, 14, 24, 36, 16]",False,0,0
"[1, 11, 21, 31, 41, 21]","[32, 45, 29, 10, 56, 21]",True,0,4
"[1, 11, 21, 31, 41, 21]","[32, 7, 26, 17, 3, 25]",False,0,0
"[1, 11, 21, 31, 41, 21]","[63, 57, 39, 47, 43, 1]",False,0,0
"[1, 11, 21, 31, 41, 21]","[53, 64, 18, 16, 25, 11]",False,0,0
"[1, 11, 21, 31, 41, 21]","[49, 21, 15, 16, 66, 10]",False,1,0
"[1, 11, 21, 31, 41, 21]","[28, 46, 55, 69, 49, 19]",False,0,0
"[1, 11, 21, 31, 41, 21]","[43, 54, 37, 50, 57, 9]",False,0,0
"[1, 11, 21, 31, 41, 21]","[28, 54, 50, 4, 53, 25]",False,0,0
"[1, 11, 21, 31, 41, 21]","[29, 21, 66, 48, 17, 3]",False,1,0
"[1, 11, 21, 31, 41, 21]","[41, 51, 4, 62, 44, 5]",False,1,0
"[1, 11, 21, 31, 41, 21]","[10, 8, 31, 44, 58, 26]",False,1,0
"[1, 11, 21, 31, 41, 21]","[34, 63, 15, 44, 55, 7]",False,0,0
"[1, 11, 21, 31, 41, 21]","[52, 11, 32, 12, 25, 17]",False,1,0
"[1, 11, 21, 31, 41, 21]","[25, 40, 27, 46, 5, 6]",False,0,0
"[1, 11, 21, 31, 41, 21]","[6, 66, 65, 33, 60, 14]",False,0,0
"[1, 11, 21, 31, 41, 21]","[13, 25, 15, 65, 14, 17]",False,0,0
"[1, 11, 21, 31, 41, 21]","[19, 3, 33, 8, 21, 5]",False,1,0
"[1, 11, 21, 31, 41, 21]","[25, 18, 30, 21, 13, 19]",False,1,0
"[1, 11, 21, 31, 41, 21]","[23, 25, 2, 42, 47, 7]",False,0,0
"[1, 11, 21, 31, 41, 21]","[49, 37, 44, 58, 14, 20]",False,0,0
"[1, 11, 21, 31, 41, 21]","[26, 5, 25, 43, 49, 10]",False,0,0
"[1, 11, 21, 31, 41, 21]","[25, 64, 67, 66, 68, 19]",False,0,0
"[1, 11, 21, 31, 41, 21]","[17, 4, 5, 14, 47, 10]",False,0,0
"[1, 11, 21, 31, 41, 21]","[24, 45, 30, 9, 63, 25]",False,0,0
"[1, 11, 21, 31, 41, 21]","[7, 40, 63, 37, 51, 19]",False,0,0
"[1, 11, 21, 31, 41, 21]","[49, 17, 23, 15, 28, 11]",False,0,0
"[1, 11, 21, 31, 41, 21]","[19, 67, 61, 41, 47, 21]",True,1,4
"[1, 11, 21, 31, 41, 21]","[43, 29, 34, 38, 44, 6]",False,0,0
"[1, 11, 21, 31, 41, 21]","[16, 37, 62, 43, 10, 11]",False,0,0
"[1, 11, 21, 31, 41, 21]","[44, 37, 67, 49, 3, 10]",False,0,0
"[1, 11, 21, 31, 41, 21]","[40, 11, 59, 26, 58, 15]",False,1,0
"[1, 11, 21, 31, 41, 21]","[37, 58, 53, 66, 8, 17]",False,0,0
"[1, 11, 21, 31, 41, 21]","[19, 48, 1, 30, 47, 5]",False,1,0
"[1, 11, 21, 31, 41, 21]","[65, 63, 13, 29, 61, 10]",False,0,0
"[1, 11, 21, 31, 41, 21]","[51, 5, 13, 31, 41, 26]",False,2,0
"[1, 11, 21, 31, 41, 21]","[25, 7, 61, 53, 16, 19]",False,0,0
"[1, 11, 21, 31, 41, 21]","[34, 31, 57, 6, 61, 9]",False,1,0
"[1, 11, 21, 31, 41, 21]","[7, 49, 29, 65, 41, 6]",False,1,0
"[1, 11, 21, 31, 41, 21]","[13, 23, 26, 16, 12, 9]",False,0,0
"[1, 11, 21, 31, 41, 21]","[54, 64, 49, 10, 32, 14]",False,0,0
"[1, 11, 21, 31, 41, 21]","[46, 42, 11, 50, 36, 8]",False,1,0
"[1, 11, 21, 31, 41, 21]","[69, 13, 47, 58, 55, 9]",False,0,0
"[1, 11, 21, 31, 41, 21]","[33, 6, 38, 44, 4, 3]",False,0,0
"[1, 11, 21, 31, 41, 21]","[22, 25, 57, 67, 42, 22]",False,0,0
"[1, 11, 21, 31, 41, 21]","[13, 49, 38, 23, 30, 14]",False,0,0
"[1, 11, 21, 31, 41, 21]","[4, 50, 60, 21, 7, 5]",False,1,0
"[1, 11, 21, 31, 41, 21]","[67, 43, 53, 37, 57, 11]",False,0,0
"[1, 11, 21, 31, 41, 21]","[33, 48, 55, 58, 18, 12]",False,0,0
"[1, 11, 21, 31, 41, 21]","[39, 19, 25, 48, 61, 21]",True,0,4
"[1, 11, 21, 31, 41, 21]","[26, 49, 18, 44, 21, 5]",False,1,0
"[1, 11, 21, 31, 41, 21]","[63, 69, 53, 21, 23, 13]",False,1,0
"[1, 11, 21, 31, 41, 21]","[27, 18, 68, 64, 19, 23]",False,0,0
"[1, 11, 21, 31, 41, 21]","[27, 8, 54, 25, 61, 13]",False,0,0
"[1, 11, 21, 31, 41, 21]","[18, 22, 54, 9, 1, 10]",False,1,0
"[1, 11, 21, 31, 41, 21]","[21, 15, 32, 1, 36, 23]",False,2,0
"[1, 11, 21, 31, 41, 21]","[59, 7, 40, 61, 21, 11]",False,1,0
"[1, 11, 21, 31, 41, 21]","[63, 60, 52, 38, 41, 18]",False,1,0
"[1, 11, 21, 31, 41, 21]","[2, 33, 9, 66, 3, 6]",False,0,0
"[1, 11, 21, 31, 41, 21]","[30, 55, 60, 49, 31, 5]",False,1,0
"[1, 11, 21, 31, 41, 21]","[61, 5, 67, 38, 39, 21]",True,0,4
"[1, 11, 21, 31, 41, 21]","[47, 18, 31, 10, 24, 8]",False,1,0
"[1, 11, 21, 31, 41, 21]","[35, 49, 54, 1, 18, 6]",False,1,0
"[1, 11, 21, 31, 41, 21]","[33, 55, 42, 65, 63, 4]",False,0,0
"[1, 11, 21, 31, 41, 21]","[34, 9, 21, 3, 48, 2]",False,1,0
"[1, 11, 21, 31, 41, 21]","[20, 11, 63, 35, 49, 14]",False,1,0
"[1, 11, 21, 31, 41, 21]","[66, 68, 42, 45, 54, 4]",False,0,0
"[1, 11, 21, 31, 41, 21]","[55, 29, 49, 47, 38, 24]",False,0,0
"[1, 11, 21, 31, 41, 21]","[16, 40, 29, 57, 50, 1]",False,0,0
"[1, 11, 21, 31, 41, 21]","[44, 21, 64, 52, 54, 3]",False,1,0
"[1, 11, 21, 31, 41, 21]","[29, 38, 52, 66, 16, 8]",False,0,0
"[1, 11, 21, 31, 41, 21]","[56, 21, 47, 5, 48, 16]",False,1,0
"[1, 11, 21, 31, 41, 21]","[68, 51, 36, 6, 59, 11]",False,0,0
"[1, 11, 21, 31, 41, 21]","[16, 55, 40, 61, 32, 3]",False,0,0
"[1, 11, 21, 31, 41, 21]","[57, 52, 29, 61, 65, 20]",False,0,0
"[1, 11, 21, 31, 41, 21]","[59, 12, 36, 13, 69, 5]",False,0,0
"[1, 11, 21, 31, 41, 21]","[58, 37, 57, 50, 7, 15]",False,0,0
"[1, 11, 21, 31, 41, 21]","[63, 16, 10, 59, 50, 11]",False,0,0
"[1, 11, 21, 31, 41, 21]","[6, 13, 4, 44, 17, 11]",False,0,0
"[1, 11, 21, 31, 41, 21]","[11, 8, 59, 12, 29, 26]",False,1,0
"[1, 11, 21, 31, 41, 21]","[31, 56, 36, 12, 49, 11]",False,1,0
"[1, 11, 21, 31, 41, 21]","[61, 14, 17, 8, 36, 1]",False,0,0
"[1, 11, 21, 31, 41, 21]","[51, 60, 67, 17, 1, 22]",False,1,0
"[1, 11, 21, 31, 41, 21]","[12, 51, 28, 27, 34, 21]",True,0,4
"[1, 11, 21, 31, 41, 21]","[40, 45, 7, 44, 57, 20]",False,0,0
"[1, 11, 21, 31, 41, 21]","[40, 11, 52, 29, 67, 4]",False,1,0
"[1, 11, 21, 31, 41, 21]","[30, 14, 7, 32, 42, 25]",False,0,0
"[1, 11, 21, 31, 41, 21]","[5, 56, 30, 48, 69, 10]",False,0,0
"[1, 11, 21, 31, 41, 21]","[35, 49, 6, 44, 65, 1]",False,0,0
"[1, 11, 21, 31, 41, 21]","[62, 43, 30, 13, 63, 2]",False,0,0
"[1, 11, 21, 31, 41, 21]","[63, 13, 27, 30, 23, 4]",False,0,0
"[1, 11, 21, 31, 41, 21]","[48, 13, 28, 31, 49, 14]",False,1,0
"[1, 11, 21, 31, 41, 21]","[40, 60, 36, 34, 22, 9]",False,0,0
"[1, 11, 21, 31, 41, 21]","[29, 67, 22, 63, 41, 16]",False,1,0
"[1, 11, 21, 31, 41, 21]","[38, 6, 18, 68, 41, 1]",False,1,0
"[1, 11, 21, 31, 41, 21]","[6, 64, 45, 54, 17, 7]",False,0,0
"[1, 11, 21, 31, 41, 21]","[60, 57, 34, 52, 10, 1]",False,0,0
"[1, 11, 21, 31, 41, 21]","[25, 10, 20, 58, 61, 1]",False,0,0
"[1, 11, 21, 31, 41, 21]","[42, 31, 27, 24, 63, 7]",False,1,0
"[1, 11, 21, 31, 41, 21]","[27, 69, 7, 32, 30, 10]",False,0,0
"[1, 11, 21, 31, 41, 21]","[28, 4, 66, 25, 62, 11]",False,0,0
"[1, 11, 21, 31, 41, 21]","[40, 22, 48, 52, 33, 5]",False,0,0
"[1, 11, 21, 31, 41, 21]","[64, 13, 68, 63, 43, 11]",False,0,0
"[1, 11, 21, 31, 41, 21]","[38, 69, 54, 14, 19, 12]",False,0,0
"[1, 11, 21, 31, 41, 21]","[68, 65, 53, 17, 43, 20]",False,0,0
"[1, 11, 21, 31, 41, 21]","[63, 49, 34, 8, 41, 7]",False,1,0
"[1, 11, 21, 31, 41, 21]","[15, 34, 24, 30, 29, 1]",False,0,0
"[1, 11, 21, 31, 41, 21]","[51, 62, 29, 43, 17, 20]",False,0,0
"[1, 11, 21, 31, 41, 21]","[12, 42, 39, 67, 60, 13]",False,0,0
"[1, 11, 21, 31, 41, 21]","[5, 67, 55, 58, 34, 13]",False,0,0
"[1, 11, 21, 31, 41, 21]","[45, 64, 42, 41, 55, 20]",False,1,0
"[1, 11, 21, 31, 41, 21]","[67, 40, 16, 69, 17, 22]",False,0,0
"[1, 11, 21, 31, 41, 21]","[21, 58, 18, 24, 31, 26]",False,2,0
"[1, 11, 21, 31, 41, 21]","[4, 59, 7, 20, 40, 6]",False,0,0
"[1, 11, 21, 31, 41, 21]","[59, 14, 34, 10, 69, 24]",False,0,0
"[1, 11, 21, 31, 41, 21]","[27, 6, 31, 65, 2, 6]",False,1,0
"[1, 11, 21, 31, 41, 21]","[60, 63, 25, 48, 66, 15]",False,0,0
"[1, 11, 21, 31, 41, 21]","[15, 57, 66, 6, 2, 4]",False,0,0
"[1, 11, 21, 31, 41, 21]","[4, 53, 14, 26, 57, 14]",False,0,0
"[1, 11, 21, 31, 41, 21]","[32, 2, 10, 28, 44, 9]",False,0,0
"[1, 11, 21, 31, 41, 21]","[42, 63, 15, 23, 57, 3]",False,0,0
"[1, 11, 21, 31, 41, 21]","[69, 53, 21, 15, 63, 14]",False,1,0
"[1, 11, 21, 31, 41, 21]","[38, 45, 14, 47, 58, 18]",False,0,0
"[1, 11, 21, 31, 41, 21]","[1, 30, 37, 68, 27, 5]",False,1,0
"[1, 11, 21, 31, 41, 21]","[21, 16, 39, 35, 58, 14]",False,1,0
"[1, 11, 21, 31, 41, 21]","[8, 28, 65, 20, 58, 7]",False,0,0
"[1, 11, 21, 31, 41, 21]","[49, 8, 32, 57, 45, 3]",False,0,0
"[1, 11, 21, 31, 41, 21]","[56, 57, 15, 20, 50, 4]",False,0,0
"[1, 11, 21, 31, 41, 21]","[57, 28, 35, 2, 10, 16]",False,0,0
"[1, 11, 21, 31, 41, 21]","[15, 3, 19, 59, 67, 14]",False,0,0
"[1, 11, 21, 31, 41, 21]","[56, 41, 16, 37, 2, 7]",False,1,0
"[1, 11, 21, 31, 41, 21]","[56, 62, 52, 13, 5, 11]",False,0,0
"[1, 11, 21, 31, 41, 21]","[62, 35, 15, 5, 20, 11]",False,0,0
"[1, 11, 21, 31, 41, 21]","[20, 51, 15, 45, 48, 1]",False,0,0
"[1, 11, 21, 31, 41, 21]","[57, 36, 42, 65, 69, 8]",False,0,0
"[1, 11, 21, 31, 41, 21]","[56, 64, 50, 22, 20, 4]",False,0,0
"[1, 11, 21, 31, 41, 21]","[22, 7, 66, 19, 6, 2]",False,0,0
"[1, 11, 21, 31, 41, 21]","[21, 39, 35, 43, 59, 13]",False,1,0
"[1, 11, 21, 31, 41, 21]","[68, 50, 20, 64, 43, 24]",False,0,0
"[1, 11, 21, 31, 41, 21]","[26, 36, 22, 58, 14, 1]",False,0,0
"[1, 11, 21, 31, 41, 21]","[41, 18, 13, 58, 4, 22]",False,1,0
"[1, 11, 21, 31, 41, 21]","[64, 9, 56, 20, 46, 8]",False,0,0
"[1, 11, 21, 31, 41, 21]","[29, 51, 5, 61, 31, 14]",False,1,0
"[1, 11, 21, 31, 41, 21]","[28, 45, 32, 53, 6, 12]",False,0,0
"[1, 11, 21, 31, 41, 21]","[58, 22, 16, 59, 54, 25]",False,0,0
"[1, 11, 21, 31, 41, 21]","[26, 29, 60, 15, 62, 18]",False,0,0
"[1, 11, 21, 31, 41, 21]","[1, 53, 29, 48, 3, 24]",False,1,0
"[1, 11, 21, 31, 41, 21]","[7, 16, 30, 40, 36, 6]",False,0,0
"[1, 11, 21, 31, 41, 21]","[63, 9, 57, 61, 6, 7]",False,0,0
"[1, 11, 21, 31, 41, 21]","[20, 10, 2, 43, 17, 9]",False,0,0
"[1, 11, 21, 31, 41, 21]","[20, 69, 22, 67, 63, 17]",False,0,0
"[1, 11, 21, 31, 41, 21]","[26, 48, 56, 9, 36, 19]",False,0,0
"[1, 11, 21, 31, 41, 21]","[17, 23, 26, 66, 14, 16]",False,0,0
"[1, 11, 21, 31, 41, 21]","[46, 14, 39, 65, 22, 19]",False,0,0
"[1, 11, 21, 31, 41, 21]","[49, 16, 24, 47, 43, 13]",False,0,0
"[1, 11, 21, 31, 41, 21]","[19, 35, 69, 6, 59, 14]",False,0,0
"[1, 11, 21, 31, 41, 21]","[50, 64, 23, 69, 59, 21]",True,0,4
"[1, 11, 21, 31, 41, 21]","[52, 16, 47, 7, 28, 14]",False,0,0
"[1, 11, 21, 31, 41, 21]","[61, 16, 46, 4, 12, 14]",False,0,0
